Charge,Date,BIN,Uoc,Isc,Rser,Rsh,FF,EFF,IRev1,IRev2
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:08,9.00000000e+00,6.45608306e-01,8.92700958e+00,1.81313674e-03,2.17445190e+02,8.03074112e+01,1.88391342e+01,1.58837661e-01,2.44243726e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:10,1.90000000e+01,6.43814027e-01,8.95145893e+00,2.01928569e-03,3.24764465e+02,7.99886856e+01,1.87634621e+01,1.24130219e-01,1.95552006e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:12,9.00000000e+00,6.46621704e-01,8.90618134e+00,1.77142187e-03,2.48785934e+01,8.03013840e+01,1.88232670e+01,8.96142304e-01,1.80960524e+00
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:14,8.00000000e+00,6.46755695e-01,8.95161629e+00,2.03265902e-03,4.11594330e+02,8.02756195e+01,1.89171429e+01,7.19315335e-02,1.47041425e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:16,8.00000000e+00,6.47704601e-01,8.95303249e+00,1.79882161e-03,1.75251160e+02,8.04484940e+01,1.89887028e+01,1.32240176e-01,2.58310795e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:18,8.00000000e+00,6.48098767e-01,8.96661091e+00,2.03249068e-03,9.55772629e+01,8.03411942e+01,1.90036926e+01,4.17054623e-01,5.37512541e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:20,8.00000000e+00,6.46878362e-01,8.95229149e+00,1.46750768e-03,1.59492126e+02,8.03105392e+01,1.89303913e+01,1.28419429e-01,1.88754782e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:23,9.00000000e+00,6.46549582e-01,8.94881630e+00,2.05495278e-03,1.77179123e+02,8.02460709e+01,1.88982430e+01,1.23968594e-01,2.04615414e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:25,9.00000000e+00,6.45323634e-01,8.96101093e+00,2.05161632e-03,1.51423309e+02,8.01545868e+01,1.88665810e+01,1.58455566e-01,2.59245068e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:27,8.00000000e+00,6.46464705e-01,8.95299530e+00,1.83605810e-03,3.66051239e+02,8.03223267e+01,1.89225483e+01,1.09112829e-01,1.98813304e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:29,9.00000000e+00,6.46527171e-01,8.95292759e+00,1.87158165e-03,1.59448151e+02,8.02004776e+01,1.88955269e+01,1.51546493e-01,2.61739552e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:31,9.00000000e+00,6.46102667e-01,8.95906639e+00,1.92413456e-03,5.49012329e+02,8.01011734e+01,1.88726730e+01,8.52831751e-02,1.39740273e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:33,9.00000000e+00,6.44797623e-01,8.95892620e+00,1.74123002e-03,1.69704605e+02,7.99822845e+01,1.88063011e+01,1.69389948e-01,2.61845738e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:36,9.00000000e+00,6.44066393e-01,8.96180439e+00,2.00244272e-03,2.01804337e+02,8.01539307e+01,1.88313370e+01,1.69690415e-01,2.50904709e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:38,8.00000000e+00,6.46429658e-01,8.98705006e+00,1.84858846e-03,1.08883507e+02,8.01408386e+01,1.89505787e+01,2.56765664e-01,3.34017336e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:40,9.00000000e+00,6.46258533e-01,8.96286869e+00,1.93192996e-03,2.15242859e+02,7.99235535e+01,1.88433590e+01,1.48122102e-01,2.65513778e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:42,9.00000000e+00,6.44943416e-01,8.97091579e+00,2.03649933e-03,1.76920090e+02,7.99442902e+01,1.88267784e+01,1.48540631e-01,2.26598680e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:44,8.00000000e+00,6.46389663e-01,8.98637104e+00,1.90558576e-03,1.02131287e+02,8.01601181e+01,1.89525356e+01,3.19243342e-01,4.14186448e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:46,9.00000000e+00,6.48290992e-01,8.94350338e+00,1.90498028e-03,5.72328758e+01,8.00505676e+01,1.88917542e+01,6.12164855e-01,7.56919086e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:48,2.00000000e+01,6.45155907e-01,8.91673565e+00,2.00472656e-03,6.33094978e+01,7.98236618e+01,1.86909943e+01,6.49576664e-01,9.30956364e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:50,1.90000000e+01,6.43685579e-01,8.89377689e+00,1.68773090e-03,8.65705490e+01,8.02525940e+01,1.87003307e+01,3.94570202e-01,6.23116612e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:52,9.00000000e+00,6.45319343e-01,8.94830513e+00,1.90506503e-03,5.14051819e+01,8.00227737e+01,1.88087196e+01,5.68096757e-01,7.43726432e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:55,9.00000000e+00,6.45473599e-01,8.96374035e+00,1.84868148e-03,2.51078140e+02,8.02873306e+01,1.89079723e+01,1.99027359e-01,2.50635505e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:57,2.00000000e+01,6.43284082e-01,8.90108490e+00,1.94670225e-03,1.91850235e+02,8.02086792e+01,1.86937866e+01,1.89430594e-01,4.00975227e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:06:59,2.10000000e+01,6.41084313e-01,8.87679195e+00,1.87327119e-03,1.57526642e+02,7.99387436e+01,1.85164909e+01,2.18550056e-01,6.28375530e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:01,1.90000000e+01,6.45332634e-01,8.92329979e+00,1.98391685e-03,1.91979584e+02,8.00201874e+01,1.87559414e+01,2.27987051e-01,3.70978504e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:03,1.00000000e+00,6.41262412e-01,8.86224174e+00,1.74134120e-03,3.36978119e+02,7.99413071e+01,1.84918709e+01,1.61113054e-01,6.60683572e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:05,9.00000000e+00,6.44643605e-01,8.95888233e+00,1.92278833e-03,1.92030945e+02,8.01010742e+01,1.88296413e+01,1.58821866e-01,2.23504692e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:07,9.00000000e+00,6.46593511e-01,8.98445511e+00,2.19328771e-03,3.27928436e+02,7.99687729e+01,1.89092255e+01,1.02566011e-01,1.47009194e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:09,9.00000000e+00,6.45027220e-01,8.97195721e+00,1.94715429e-03,2.99999115e+02,8.01603622e+01,1.88823090e+01,1.31128535e-01,2.17771202e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:11,9.00000000e+00,6.43885195e-01,8.97022343e+00,1.84577203e-03,3.08272217e+02,8.00245819e+01,1.88133125e+01,1.36756882e-01,2.18427509e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:14,9.00000000e+00,6.46009445e-01,8.96862125e+00,2.12904345e-03,1.67175354e+02,8.00250397e+01,1.88721180e+01,1.45938277e-01,2.31076866e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:16,8.00000000e+00,6.45983815e-01,8.98136520e+00,1.94580585e-03,3.71069183e+02,8.02245865e+01,1.89453087e+01,7.53583983e-02,1.45275950e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:18,9.00000000e+00,6.44872367e-01,8.97411919e+00,1.68181071e-03,1.42477249e+02,8.02450943e+01,1.89022846e+01,1.71654046e-01,2.75593609e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:20,8.00000000e+00,6.45951211e-01,8.98459721e+00,2.05317978e-03,1.88821182e+02,8.01374512e+01,1.89305878e+01,1.34944052e-01,2.12504834e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:22,9.00000000e+00,6.45611167e-01,8.96664429e+00,1.89025316e-03,2.15569595e+02,8.01652756e+01,1.88893700e+01,1.14506625e-01,1.75161883e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:24,9.00000000e+00,6.45778775e-01,8.93809795e+00,1.84941874e-03,3.26017120e+02,8.01716919e+01,1.88356266e+01,8.94317478e-02,1.81451172e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:26,2.10000000e+01,6.40744865e-01,8.86195755e+00,1.49256515e-03,1.46126602e+02,8.02030258e+01,1.85368423e+01,2.23356560e-01,8.27691078e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:28,9.00000000e+00,6.44885004e-01,8.93323708e+00,1.87517388e-03,4.00876709e+02,8.02657700e+01,1.88213902e+01,8.35371614e-02,1.52771160e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:30,2.00000000e+01,6.42959476e-01,8.89046955e+00,1.79503707e-03,2.40652054e+02,8.02491302e+01,1.86714840e+01,2.17366502e-01,6.32928729e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:32,8.00000000e+00,6.46822870e-01,8.95173931e+00,1.76084542e-03,2.37561630e+02,8.02592316e+01,1.89155083e+01,1.19039118e-01,1.94084644e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:35,2.00000000e+01,6.43132806e-01,8.89492989e+00,1.98188913e-03,2.15944061e+02,8.02162781e+01,1.86782360e+01,2.38722682e-01,7.39733279e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:37,9.00000000e+00,6.45843685e-01,8.95066643e+00,1.99128897e-03,3.18834351e+02,8.01174393e+01,1.88512459e+01,1.24296799e-01,2.42115483e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:39,2.00000000e+01,6.42702639e-01,8.89403915e+00,1.88282924e-03,2.19366837e+02,8.02517014e+01,1.86721153e+01,2.37923071e-01,7.19875753e-01
5345803-S04-156I3-A-L-C-190,20.02.2020-13:07:41,9.00000000e+00,6.45688653e-01,8.95107555e+00,1.97430258e-03,2.57428162e+02,8.01153336e+01,1.88470860e+01,1.28179714e-01,2.28074878e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:14:57,1.10000000e+01,6.45595372e-01,8.95925903e+00,1.76466978e-03,1.27309464e+02,8.00723343e+01,1.88514690e+01,2.01689050e-01,3.59573752e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:14:59,1.10000000e+01,6.45568073e-01,8.93878174e+00,1.86412293e-03,9.41721420e+01,8.00895233e+01,1.88116226e+01,2.51452029e-01,3.46189797e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:02,1.10000000e+01,6.46100402e-01,8.94410038e+00,2.09580478e-03,2.45330429e+02,8.00007782e+01,1.88174648e+01,1.64012596e-01,2.64773130e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:04,1.10000000e+01,6.46626174e-01,8.94240856e+00,1.77946861e-03,1.20537308e+02,8.01785202e+01,1.88710480e+01,2.97683924e-01,4.04072016e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:06,1.10000000e+01,6.46167815e-01,8.98121166e+00,2.27169087e-03,1.12209770e+02,7.98231964e+01,1.88555660e+01,2.40119621e-01,3.61516923e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:08,1.10000000e+01,6.47105992e-01,8.93585873e+00,2.08755000e-03,1.07896660e+02,8.00504379e+01,1.88410721e+01,3.46921355e-01,5.04167855e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:10,1.10000000e+01,6.46013796e-01,8.93464375e+00,1.84566656e-03,1.10495880e+02,8.02096710e+01,1.88441238e+01,3.37649792e-01,4.56366122e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:13,1.10000000e+01,6.47672713e-01,8.92592239e+00,1.93324930e-03,3.00984009e+02,8.02810364e+01,1.88908672e+01,1.58303425e-01,4.20995325e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:15,1.10000000e+01,6.47677958e-01,8.93649960e+00,1.74577918e-03,1.06186516e+02,8.01691818e+01,1.88870525e+01,3.16420943e-01,4.40654576e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:17,1.10000000e+01,6.44944847e-01,9.03056812e+00,1.92238600e-03,1.93825119e+02,7.97045135e+01,1.88951683e+01,1.52201250e-01,2.22915232e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:19,1.10000000e+01,6.47803783e-01,8.95942116e+00,1.91730994e-03,2.19085190e+02,7.99031830e+01,1.88763371e+01,2.20814794e-01,2.98686057e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:21,1.10000000e+01,6.46437287e-01,8.95777607e+00,1.96945155e-03,2.12473297e+02,7.99942856e+01,1.88545322e+01,1.91096723e-01,2.94742912e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:23,1.10000000e+01,6.46132290e-01,8.94542789e+00,2.00124527e-03,8.28524551e+01,8.01547165e+01,1.88574009e+01,4.58175987e-01,6.98735416e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:25,1.10000000e+01,6.46394312e-01,8.97695637e+00,2.05441238e-03,1.12102936e+02,7.95849457e+01,1.87969666e+01,2.49636531e-01,3.01417649e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:28,1.10000000e+01,6.45206809e-01,8.92996120e+00,1.65532378e-03,1.25799004e+02,8.04477768e+01,1.88665600e+01,1.67202011e-01,3.97506416e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:30,1.10000000e+01,6.46768034e-01,8.92883968e+00,1.80325995e-03,1.16077393e+02,8.02431946e+01,1.88617496e+01,1.53043792e-01,2.15360180e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:32,1.10000000e+01,6.44180536e-01,8.93252373e+00,2.03810749e-03,1.44321365e+02,8.02532578e+01,1.87963982e+01,1.15594842e-01,1.73453838e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:34,1.10000000e+01,6.46582842e-01,8.92487526e+00,1.88040291e-03,3.60611633e+02,8.03397446e+01,1.88706551e+01,6.00189678e-02,1.12296715e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:36,1.10000000e+01,6.46107554e-01,8.91079998e+00,1.91148825e-03,1.94168106e+02,8.02510300e+01,1.88062553e+01,9.67367291e-02,1.54370725e-01
5345803-S04-156I3-A-L-C-190-qa,20.02.2020-13:15:38,1.10000000e+01,6.46461546e-01,8.92031860e+00,1.73971616e-03,2.51135803e+02,8.03239975e+01,1.88537865e+01,8.25002939e-02,1.29404202e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:29,2.10000000e+01,6.40835226e-01,8.87287998e+00,2.11509014e-03,2.81189331e+02,8.00933990e+01,1.85369320e+01,1.45956695e-01,3.25215012e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:32,2.10000000e+01,6.38667524e-01,8.87450886e+00,1.87590974e-03,2.39250366e+02,8.05333405e+01,1.85791168e+01,1.47242412e-01,4.91949081e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:34,2.10000000e+01,6.38393998e-01,8.91044331e+00,2.00571725e-03,1.19290787e+02,8.00099640e+01,1.85251789e+01,2.36546099e-01,2.90681839e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:36,2.10000000e+01,6.38246536e-01,8.91473866e+00,1.93603011e-03,1.39603333e+02,7.99826279e+01,1.85234966e+01,1.56883508e-01,1.95542842e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:38,2.00000000e+01,6.43157661e-01,8.89916801e+00,2.09931517e-03,7.38751678e+01,8.01011887e+01,1.86610470e+01,2.50085324e-01,3.46614689e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:40,2.10000000e+01,6.41157508e-01,8.82976151e+00,1.63332815e-03,2.03791245e+02,8.03690109e+01,1.85196381e+01,1.16287924e-01,2.22096190e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:42,2.00000000e+01,6.43338144e-01,8.87458038e+00,1.78911223e-03,5.08999138e+01,8.02056427e+01,1.86389847e+01,5.37239134e-01,6.56273842e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:44,2.10000000e+01,6.39213920e-01,8.92470741e+00,1.81666610e-03,5.78112068e+01,7.98177872e+01,1.85340405e+01,3.34596813e-01,3.95258337e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:46,1.90000000e+01,6.43838406e-01,8.88698006e+00,1.70571392e-03,2.01170609e+02,8.03375015e+01,1.87102509e+01,1.20948210e-01,1.94454029e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:48,2.40000000e+01,6.43598199e-01,8.88959122e+00,2.35484820e-03,1.12509632e+01,7.93873138e+01,1.84874878e+01,2.47588992e+00,2.85364866e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:51,2.10000000e+01,6.40740454e-01,8.87313080e+00,2.03938037e-03,3.45663605e+02,8.01776505e+01,1.85542145e+01,1.16207555e-01,2.79116273e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:53,1.00000000e+00,6.40508890e-01,8.86963272e+00,1.87790021e-03,1.10077774e+02,7.99159851e+01,1.84796886e+01,2.61065692e-01,5.31441987e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:55,2.00000000e+01,6.42583549e-01,8.87981892e+00,2.12034141e-03,3.66566467e+02,8.02899246e+01,1.86476860e+01,1.52178064e-01,3.97801816e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:57,2.00000000e+01,6.43250644e-01,8.85978031e+00,1.62390573e-03,2.71120361e+02,8.01929779e+01,1.86024323e+01,1.10636964e-01,2.50957936e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:21:59,2.00000000e+01,6.44517839e-01,8.86629391e+00,1.62840856e-03,3.22987640e+02,8.01536179e+01,1.86436272e+01,6.42490163e-02,1.22543991e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:01,9.00000000e+00,6.45273387e-01,8.89763737e+00,1.80246530e-03,1.61806686e+02,8.05000153e+01,1.88124180e+01,1.76045924e-01,3.01640242e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:03,2.00000000e+01,6.42611563e-01,8.86718845e+00,1.83172047e-03,2.21194870e+02,8.02454758e+01,1.86116657e+01,1.00014329e-01,2.32265979e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:05,2.00000000e+01,6.44534647e-01,8.87922287e+00,1.69977651e-03,1.34974258e+02,8.01289062e+01,1.86655445e+01,1.56592026e-01,2.28753790e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:07,1.00000000e+00,6.41723514e-01,8.83533859e+00,2.21391860e-03,9.69690933e+01,8.00153656e+01,1.84660816e+01,2.56855696e-01,4.76708323e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:09,2.10000000e+01,6.42379642e-01,8.84988689e+00,2.02163076e-03,1.60868790e+02,8.00560303e+01,1.85248089e+01,2.07282260e-01,3.83293808e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:12,2.10000000e+01,6.39909267e-01,8.90456104e+00,1.94733927e-03,1.47468811e+02,8.01714478e+01,1.85943432e+01,1.54401064e-01,1.85276017e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:14,2.10000000e+01,6.40875101e-01,8.88905048e+00,1.63519324e-03,1.94335495e+02,8.00942154e+01,1.85720615e+01,1.26219094e-01,1.52063161e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:16,1.90000000e+01,6.44134760e-01,8.87812519e+00,1.34779804e-03,2.06068375e+02,8.05416107e+01,1.87477226e+01,1.26025006e-01,2.45341733e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:18,1.00000000e+00,6.40210152e-01,8.78372192e+00,1.78155687e-03,1.56408234e+02,8.04725266e+01,1.84195480e+01,2.74487108e-01,1.85576236e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:20,2.10000000e+01,6.42794549e-01,8.85270309e+00,1.69981248e-03,2.11944626e+02,8.02671738e+01,1.85915775e+01,1.48688644e-01,2.80289412e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:22,2.10000000e+01,6.42529249e-01,8.85480118e+00,1.78148481e-03,1.94228882e+02,8.02523041e+01,1.85848656e+01,1.68374106e-01,5.42956293e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:24,1.00000000e+00,6.40798569e-01,8.78444767e+00,2.02522404e-03,1.99656021e+02,8.03630371e+01,1.84129143e+01,1.78723007e-01,1.87017751e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:27,2.00000000e+01,6.43922925e-01,8.87312031e+00,2.09417311e-03,1.63934921e+02,8.02925034e+01,1.86730576e+01,1.66766852e-01,2.70124108e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:29,1.00000000e+00,6.42124891e-01,8.89210892e+00,2.39267969e-03,2.76264404e+02,7.94608383e+01,1.84674797e+01,1.28170326e-01,1.57645673e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:31,2.10000000e+01,6.42273724e-01,8.88412476e+00,2.14974768e-03,1.71292007e+02,7.96636200e+01,1.85022717e+01,1.76191002e-01,2.14509875e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:33,2.10000000e+01,6.41771257e-01,8.89492512e+00,2.23745778e-03,1.73895996e+02,7.97427216e+01,1.85286503e+01,2.19092086e-01,2.64770389e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:35,2.00000000e+01,6.43744469e-01,8.86801624e+00,2.08342168e-03,1.07146233e+02,8.02404175e+01,1.86450405e+01,4.00846779e-01,9.49036777e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:37,2.10000000e+01,6.43847466e-01,8.84934711e+00,1.76060910e-03,1.04920151e+02,8.01944275e+01,1.85981007e+01,3.60269010e-01,1.23665249e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:39,2.10000000e+01,6.42648160e-01,8.90011120e+00,2.18444085e-03,1.77727966e+02,7.96567383e+01,1.85447693e+01,1.59865528e-01,1.91319436e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:41,2.10000000e+01,6.42700315e-01,8.89166355e+00,2.19451054e-03,1.30187683e+02,7.96125717e+01,1.85183964e+01,1.62601978e-01,1.96424812e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:43,2.10000000e+01,6.41826034e-01,8.88317204e+00,2.13617762e-03,5.18790131e+01,7.97257080e+01,1.85017986e+01,6.23538673e-01,7.25609958e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:46,2.10000000e+01,6.42216921e-01,8.89383125e+00,1.90921861e-03,5.25976028e+01,7.96954346e+01,1.85282440e+01,4.55054700e-01,5.32017291e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:48,2.00000000e+00,6.40630722e-01,8.77620220e+00,1.97922578e-03,1.69313599e+02,8.02885132e+01,1.83737564e+01,2.21589193e-01,2.05019617e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:50,1.90000000e+01,6.44302189e-01,8.87343788e+00,1.87501602e-03,1.42976624e+02,8.03696976e+01,1.87026901e+01,1.81962624e-01,2.85558909e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:52,1.90000000e+01,6.43839598e-01,8.87534809e+00,1.81151694e-03,1.27423065e+02,8.04357452e+01,1.87086487e+01,2.44463354e-01,4.27075118e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:54,2.00000000e+01,6.44610465e-01,8.86886883e+00,2.06939038e-03,6.05532608e+01,8.00354691e+01,1.86242275e+01,4.59105492e-01,6.28799736e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:22:59,2.00000000e+01,6.42917693e-01,8.87802410e+00,1.96675141e-03,8.09775696e+01,8.04503708e+01,1.86908875e+01,2.30141744e-01,3.40904772e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:01,2.10000000e+01,6.42200053e-01,8.82005882e+00,1.41828693e-03,8.44669800e+01,8.03725586e+01,1.85301876e+01,3.41857493e-01,5.62331080e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:03,1.00000000e+00,6.40737236e-01,8.78346348e+00,1.71738525e-03,1.57265091e+02,8.03247147e+01,1.84003105e+01,3.49893212e-01,2.20990515e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:05,9.00000000e+00,6.45224333e-01,8.90244961e+00,1.73879450e-03,4.55476456e+01,8.04336243e+01,1.88056393e+01,6.21370077e-01,9.04846668e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:07,2.10000000e+01,6.42783225e-01,8.86944008e+00,2.04833876e-03,6.74368668e+01,8.01080551e+01,1.85894756e+01,3.50295007e-01,5.24479389e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:09,9.00000000e+00,6.44859374e-01,8.90980339e+00,1.77897094e-03,4.28968124e+01,8.04676361e+01,1.88184814e+01,7.07657874e-01,9.29327071e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:11,2.10000000e+01,6.42403603e-01,8.86766624e+00,1.90973654e-03,6.29095230e+01,8.01192551e+01,1.85773773e+01,3.28233123e-01,4.46327329e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:13,2.10000000e+01,6.43088996e-01,8.86095905e+00,2.02572998e-03,2.75277466e+02,8.01597366e+01,1.85925217e+01,1.16860747e-01,1.62489578e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:16,9.00000000e+00,6.45196676e-01,8.89920902e+00,1.92460383e-03,1.52232437e+02,8.05331192e+01,1.88212414e+01,1.44026980e-01,2.61568874e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:18,2.00000000e+01,6.44188523e-01,8.87126541e+00,1.96691370e-03,2.71223114e+02,8.00899506e+01,1.86297379e+01,1.13532096e-01,1.60382569e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:20,2.00000000e+01,6.42129719e-01,8.88349438e+00,2.17469642e-03,3.49016022e+02,8.04018326e+01,1.86682110e+01,8.71753469e-02,3.61301959e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:22,2.00000000e+01,6.44370675e-01,8.86976910e+00,1.91145076e-03,1.45754196e+02,8.00418930e+01,1.86206837e+01,1.53251022e-01,2.28146762e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:24,2.00000000e+01,6.41755223e-01,8.89206219e+00,2.20476673e-03,2.93037109e+02,8.02570572e+01,1.86416912e+01,1.27386689e-01,2.24475726e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-13:23:26,2.00000000e+01,6.42565727e-01,8.88771534e+00,1.90627971e-03,2.77904388e+02,8.02812347e+01,1.86617317e+01,8.80544633e-02,1.97519839e-01
